calories,cook_time,course,cuisine,directions_steps,image,ingredients_list,nutrition_facts,prep_time,servings,subheading,title,total_time
368,55 minutes,"Dinner, Lunch","Lebanese, middle eastern","For dry leaves, check through the molokhia and cut out long or hard stems. If using fresh leaves, simply separate the leaves from the stalks. Also, pick out any debris. Skip this step if using frozen leaves.,If using dried molokhia, soak the molokhia in warm water. After 15 minutes, transfer the leaves to a colander then drain off the water and rinse. Repeat this process about four times, squeeze out any excess water, then set aside. Alternatively, pour hot water over dry molokhia leaves and allow them to soak for at least 5 minutes, rinse and repeat at least four times. Skip this process if using frozen molokhia. For fresh leaves, simply clean in a bowl or under tap water until the water runs clear.,To a deep saucepan or pot, add the chicken, onion, bay leaves, cinnamon sticks, and salt. Next, add at least 10 cups of water or just enough to cover the chicken. Allow this to cook under low heat for 30 minutes.,Once the chicken is cooked, remove the pot from the heat, sieve the broth and set the chicken aside on a plate to slightly cool. Use your hands or a large fork to pull apart or shred the chicken meat to be used in making the molokhia (mloukhieh).,Add ghee, butter or margarine to a separate pan and fry the garlic,Next, stir in the previously cleaned molokhia leaves, salt, bouillon cube, the allspice and saute for about 2 minutes, or until well combined. Add 2-3 cups of the previously made broth. The broth should only slightly cover the leaves. Allow the molokhia with chicken to cook for 20 minutes, under medium heat.,Once cooked, stir in the lemon juice and allow everything to simmer for another 5 minutes. Serve with Lebanese rice, cauliflower rice as a low carb option, pita bread, or your preferred side dishes.",,"1 pound molokhia approximately 500 grams,1 whole chicken,10 cups water (or more, to boil the chicken),2 onions large,3 tablespoon cilantro (coriander) - chopped fresh or frozen,1 bouillon cube,2 tablespoon butter or ghee alternatively, margarine OR vegetable oil,10 cloves garlic crushed or finely minced,1 teaspoon allspice,1 tablespoon salt - to boil the chicken,½ teaspoon salt - to season the molokhia (use more, if preferred),4 cinnamon sticks,3 bay leaves",,10 minutes,6,"Molokhia, also known as mloukhieh is cooked in garlic, spice and chicken in this flavorful and nutritious Lebanese recipe. ",Lebanese Molokhia Recipe,5 minutes
6,30 minutes,Drinks,Carribean,"Wash the hibiscus leaves, drain and set aside. Proceed to wash the orange and peel it. This recipe only uses the rind so it is better to use good quality, uncontaminated oranges. Using a blender, blend the ginger and pineapple.,Add water to a medium-sized pot and allow it to come to a boil then add the monk fruit sweetener. Reduce the heat to medium, stir and allow to dissolve.,Add the hibiscus leaves, ginger, orange peel, cinnamon sticks, and star anise (optional). Cover and allow to simmer for 30 minutes, stirring from time to time.,Once done, remove the pot from the heat and allow it to cool. Add the blended pineapple and ginger, stir; then use a strainer or a piece of cheesecloth to sieve the bissap juice into a bowl or another pot. If using a cheesecloth, squeeze again to get as liquid as possible. Taste and add more sweetener if desired.,Pop it in the refrigerator to chill. To serve, fill glasses with ice and pour the chilled Zobo drink on top. Serve cold, and enjoy.",,"2 cups dried hibiscus leaves,10 cups water,½ piece  ginger  (roughly sliced),1 pineapple (roughly chopped),1 peel of an orange,½ cup sugar or monk fruit sweetener (optional) (see notes).,3 cinnamon sticks,3 star anise (optional)",,5 minutes,8,"Try this healthy zobo or sorrel drink, perfectly sweetened with a sugar-free sweetener so you can enjoy this delicious drink, without feeling guilty! ",Zobo or Sorrel Drink Recipe,35 minutes
25,5 minutes,"Breakfast, brunch, Drinks","African, Asian","Add water and sliced ginger pieces or ginger powder to a medium-sized pot and set it on the stovetop, under medium heat.,Allow this to come to a boil, then add the milk. You want to keep an eye on the water-milk mixture to make sure it does not spill-over.,Next, reduce the heat to a low, stir in the black tea leaves, then allow this to also come to a boil.,Once boiled, switch off the heat, set the pot aside and pass the ginger tea through a sieve to separate the tea leaves, into a thermos flask or a pot.,Pour into cups and serve hot.",,"2 tablespoon black tea leaves,1 piece  fresh ginger - sliced alternatively, a tablespoon of ground ginger,2 cups of your preferred choice of milk (plant milk or dairy),2  cups water,sweetener or sugar to taste  optional",,2 minutes,3,"Tangawizi is a Swahili word which means ginger, in English. This flavorful Tangawizi Chai (ginger tea with milk) is the perfect comfort drink.",Kenyan Tangawizi Chai - Ginger Tea with Milk,7 minutes
514,10 minutes,"Appetizer, Dinner, Lunch","African, East African","If using wooden skewers, soak them in water for at least 30 minutes or overnight.,Place the beef steak between two pieces of saran wrap (cling film) or parchment paper. Using a kitchen mallet or the base of a small heavy saucepan, pound the steak pieces until they are about 1 inch (2.5 cm) thick.,Cut the meat, onion, and bell pepper into approximately 1 inch (2.5 cm)-sized cubes and set aside. In a medium-sized bowl, combine the salt, black pepper, cumin, turmeric, chili flakes, crushed garlic, lemon juice, and half of the olive oil. Add the beef pieces, onion, and bell pepper to the bowl, combine, cover and allow to marinate at room temperature for at least two hours, or overnight in the fridge (see notes).,Skewer the beef chunks, followed by the onion, then the bell pepper. Keep alternating until the skewer is full.,Lightly brush a grill pan or rack with oil. Heat the grill pan over high heat or place your rack on top of a charcoal grill if using one. If using a charcoal grill, make sure it is on medium heat.,Grill the mishkaki (mshakiki) in batches for eight to ten minutes on each side, or slightly more if you prefer them more charred. Keep basting with olive oil and turning as you go.,Place the mishkaki beef skewers on a large plate, cover them with a piece of aluminum foil, and allow them to rest for 5 minutes before serving. Serve with any type of flatbread such as naan, chapati, rice (or their low-carb alternatives). Mshakiki can also be served as they are, as an appetizer!",,"4 beef rump steaks (each 250 grams, approximately 0.5 lb),juice squeezed from one small lemon,1 teaspoon salt (or more to taste),1½ teaspoon black pepper,1 teaspoon cumin,½ teaspoon turmeric,½ tsp  chili flakes,6 cloves garlic (peeled and crushed),1 onion (cut in large chunks),1 red, yellow or green bell pepper  (cut in large chunks),6 tablespoon olive oil (use half of the olive oil for basting),2 tablespoon canola, rapseed, peanut or any high smoke oil (for greasing pan or grill)",,20 minutes,4,"Learn how to make delicious,tender, and juicy beef Mishkaki! These are perfect to serve alongside some Naan bread, rice, (or low-carb equivalent), or some Kachumbari salad!",Mishkaki Recipe,30 minutes
99,0 minutes,"Appetizer, Side Dish","middle eastern, Persian","Wash the tomatoes, cucumber, mint and parsley leaves.,Peel the onion, dice it finely then set aside. Finely slice the mint and parsley leaves.,Next, cut the cucumber lengthwise then cut each half into approximately 1 cm thickness, running lengthwise. Cut again into thin long strips then dice into small cubes.,Similarly, finely dice the tomatoes (remove seeds if too seedy, to prevent the salad from going watery).,Combine the diced vegetables (tomatoes, onion, cucumber, parsley and mint leaves) in a medium-sized bowl.,Cut the lime and squeeze out the juice to a small bowl.,Combine lime juice, olive oil, salt and black pepper then whisk.,Pour the salad dressing to the bowl with the chopped vegetables. You can check for salt at this point and add more if you need to.,For best results, allow your Shirazi salad to rest in the fridge for at least 30 minutes, before serving. Serve as an appetizer or side dish. It pairs up absolutely well with meat-based dishes, such as kebabs.",,"3 ripe and firm Roma tomatoes,1 small onion finely chopped,3 small Persian cucumbers (or 1 English cucumber - unpeeled),½ cup  mint and parsley leaves,1 small lime,2 tablespoon extra virgin olive oil,½ teaspoon salt (add more, if preferred),⅓ teaspoon ground black pepper",,10 minutes,4,"Salad Shirazi is a simple and delicious Persian tomato and cucumber-based dish, that is normally served as an appetizer or side dish.",Salad Shirazi Recipe,10 minutes
473,30 minutes,"Dinner, Lunch","African, swahili recipes","Clean the fish by descaling it, removing the guts and washing it under running water. Use a kitchen cloth or paper towels to pat dry.,Next, prepare the marinade by mixing minced garlic, ginger, turmeric powder, olive oil (or your preferred choice of oil), chili, garam masala, salt, and black pepper.,Lay the fish on a chopping board and use a sharp knife to make diagonal slits or cuts on each side of the fish. Using your hands or a spoon, spread a thick layer on both surfaces of the fish. Allow to marinade for at least 30 minutes (overnight in the refrigerator for best results). Make sure to apply some marinade in between the slits so it totally penetrates the fish.,Set a skillet or a medium-sized pot on the stovetop under medium heat. (To save time, you can start grilling the fish while the sauce is still cooking).,Next, add the oil, ginger, and garlic and fry for a minute. To the pot, add the black pepper, cardamom powder, turmeric powder, and curry powder then mix. Stir in the chili, salt, and coconut cream and simmer for about 15 minutes, stirring from time to time so it does not burn.,Once the sauce is almost done, stir in the tamarind sauce and simmer for about a minute, switch off the heat, and cover it so it keeps warm.,Use a brush to spread about a tablespoon of oil on the broiling rack or fish grilling basket. Place the marinated fish on a fish grill basket or on a suitable rack and grill both sides using a charcoal, or an electric grill for about 15 minutes (about 7 minutes on each side).,Once the fish is almost done, spoon or brush about 4-5 tablespoons of the sauce on each side of the fish and allow to grill for a further 1-2 minutes, or until the fish is almost cooked through and the juices run clear. This will also give the fish a lovely aroma. Take care not to overcook the fish, to prevent it from turning rubbery. The flesh of the fish should look flaky and opaque.,To serve, transfer the fish to a large plate or platter. Spoon over the hot coconut sauce and arrange some sliced lime wedges on the side (optional). If you like, you can squeeze one or two wedges so the lime juice flows on top.",,"2 whole fish about 3-4 pounds or 2 kgs each ( tilapia, white snapper, red snapper, sea bass or king fish,4 cloves garlic minced,1 ginger (half a thumb size or approx. 2 cm - feel free to use more or less, according to taste),1 large bird eye chili  finely sliced,1 teaspoon turmeric powder,3 tablespoon olive oil or your preferred choice of oil,1 teaspoon garam masala optional,1 teaspoon salt,½ teaspoon black pepper,1-2 tablespoon olive oil or your preferred choice of oil,1 can coconut cream (or about 1.5 litres),3 cloves garlic (minced or sliced),1 inch ginger (about 2.5 cm (fresh and ground) - feel free to use more or less, according to taste)),1 bird eye chili (finely sliced),½ teaspoon black pepper,¼ teaspoon cardamom ground,2 tablespoon tamarind sauce alternatively, lime juice or lemon juice,1 teaspoon turmeric powder,1 teaspoon curry powder,½ teaspoon salt  (more if preferred),1 small lime sliced to wedges (optional - to garnish)",,5 minutes,4,"Delicious Samaki wa Kupaka (Swahili grilled fish in coconut sauce) recipe that uses simple everyday ingredients like black pepper, ginger, and garlic.",Samaki wa Kupaka- grilled fish in coconut Recipe,5 minutes
,,,,,,,"[{'Calories:': '37'}, {'Carbohydrates:': '7'}, {'Protein:': '1'}, {'Fat:': '1'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '1'}, {'Sodium:': '1277'}, {'Potassium:': '188'}, {'Fiber:': '3'}, {'Sugar:': '1'}, {'Vitamin A:': '1052'}, {'Vitamin C:': '1'}, {'Calcium:': '53'}, {'Iron:': '3'}]",,,,,
,,,,,,,"[{'Calories:': '488'}, {'Carbohydrates:': '93'}, {'Protein:': '13'}, {'Fat:': '7'}, {'Saturated Fat:': '1'}, {'Sodium:': '10'}, {'Potassium:': '410'}, {'Fiber:': '12'}, {'Sugar:': '2'}, {'Calcium:': '10'}, {'Iron:': '4'}]",,,,,
37,0 minutes,"Dinner, Lunch, Main Course, Spice","Moroccan, North African, Tunisian","In a small pan, toast the cumin, black peppercorn, and cilantro (coriander) seeds for about 2 minutes or until they turn a shade or two darker and become fragrant (see recipe notes).,Allow the roasted spices to cool for a minute or two, then add them to a spice or coffee grinder and process to a fine powder (a pestle and mortar will also do). Transfer to a small bowl and mix well with the rest of the ground spices, namely dried parsley, ground ginger, sweet paprika, cinnamon, salt, turmeric, onion, cayenne pepper and garlic.,Finally, transfer the chermoula spice mix to suitable airtight containers and use it as required or store in airtight jars, for later use.",,"3 tablespoon cumin seeds,2 tablespoon cilantro seeds (also known as coriander seeds),2 tablespoon black peppercorns,2 tablespoon granulated garlic,1 tablespoon ground cinnamon,2 Tbsp  salt,2 tablespoon ground turmeric,1 tablespoon ground ginger,2 tablespoon ground onion,3 tablespoon ground paprika (sweet),1 tablespoon dried parsley,1 teaspoon cayenne pepper (use more if your prefer it spicier)",,1 minute,11,"Here is an easy 5-minute Chermoula spice blend  for you to use in your cooking! Use it as a marinade, a simple seasoning, or give to your loved ones as a gift from your kitchen.",Chermoula Spice,5 minutes
488,10 minutes,"Dinner, Lunch","African, Kenyan, Tanzanian","Using a medium-sized and deep pot, bring water to boil. Once boiling, reduce the heat to low and,To the pot, add the maize flour (cornmeal), a quarter of a cup at a time, and use a wooden spoon to stir, using circular motions. At this point, it should be slightly thick and resemble porridge.,Continue adding the maize flour (cornmeal) a little at a time, and stirring until all of it has been used up and the mixture is firm. This will take about 5 minutes.,Using the wooden spoon, poke small holes on the surface of the ugali and add the previously preserved hot water to the holes. Next, cover and allow to cook for a further 5 minutes stirring halfway through, or until all the water has evaporated and the bottom of the pan is browned up but not burning.,Use the wooden spoon to transfer the ugali to the side of the pot. You will know the ugali is cooked when it easily pulls away from the bottom of the pot and starts to give a strong corn aroma. A small ball pinched between the thumbs will also feel slightly sticky and not grainy.,Finally, run the wooden spoon under tap water (this helps with the shaping). Shape the ugali in the pot until you have something that resembles a round ball.,Take the pot from the stove and tip it upside down onto a plate, so the ugali now falls to the plate. You can shape it again using a wooden stick. Serve ugali while hot with Kachumbari, nyama choma, sukuma wiki, or your favourite dishes.",,"4 cups maize flour (coarse cornmeal),2 cups water",,5 minutes,5,Learn how to make East African ugali with this tasty and easy Kenyan cornmeal recipe. Perfect to serve with sukuma or your favourite stews.,Ugali Recipe,15 minutes
,,,,,,,"[{'Calories:': '489'}, {'Carbohydrates:': '15'}, {'Protein:': '31'}, {'Fat:': '35'}, {'Saturated Fat:': '6'}, {'Polyunsaturated Fat:': '4'}, {'Monounsaturated Fat:': '23'}, {'Cholesterol:': '78'}, {'Sodium:': '83'}, {'Potassium:': '1157'}, {'Fiber:': '9'}, {'Sugar:': '4'}, {'Vitamin A:': '1180'}, {'Vitamin C:': '51'}, {'Calcium:': '51'}, {'Iron:': '4'}]",,,,,
489,20 minutes,"Appetizer, Breakfast","African, Jamaican","Peel the plantain by cutting off both pointed ends. Use your knife to cut a long slit along the long end of the plantain then peel the plantain lengthwise, using your knife.,Once peeled, slice each plantain lengthwise. Each plantain will give 4 slices.,Line a plate with a kitchen towel or coat a large non-stick pan with cooking spray. Make sure the spray is distributed evenly on the pan. Lay the plantain slices on the pan and allow to fry. You can add more cooking spray at this point. Allow the slice to fry for about 2-5 minutes or until browned then use a spatula to turn. Add more cooking spray if needed, then turn again.,Once both sides are nicely browned, transfer to the lined plate.,Dice up the beef, onions, bell peppers and tomato into cubes.,Heat one tablespoon of oil in a medium-sized skillet under high heat, then add the beef cubes. Fry the beef until browned then season with salt and pepper. Reduce the heat to a medium level.,Next add in the chopped peppers, onion and tomatoes to the skillet and mix them to the beef. Let fry for 2 minutes then remove the skillet from the heat.,Arrange the plantain slices on a plate to serve, assemble the fried beef and vegetables on top of the plantain slices. Slice the cucumbers and avocado.",,"cooking spray,2 yellow ripe plantains,250 g beef cubes (approximately 0.55 pounds),2 tablespoon olive oil or preferred oil such as avocado oil or coconut oil,1 medium sized avocado,1 medium-sized tomato,¼ of a medium-sized green bell pepper.,¼  medium-sized red bell pepper,½ medium-sized onion,pinch of sesame seeds to decorate",,15 minutes,2,"Delicious, healthy and easy false fried sweet plantain boat recipe! Serve these fried plantains for breakfast, as an appetizer or as a post-workout meal.",False Fried Plantain Boats Recipe,35 minutes
,,,,,,,"[{'Calories:': '108'}, {'Carbohydrates:': '2'}, {'Protein:': '1'}, {'Fat:': '11'}, {'Saturated Fat:': '2'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '8'}, {'Sodium:': '703'}, {'Potassium:': '76'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '797'}, {'Vitamin C:': '5'}, {'Calcium:': '22'}, {'Iron:': '1'}]",,,,,
108,5 minutes,"Dips, Dressings and Sauces","Moroccan, North African","In a small bowl, combine the ground spices, namely, ground paprika, cinnamon, cumin, turmeric, granulated onion, salt, and cayenne pepper.,Add the parsley, cilantro (coriander), garlic, lemon juice, and the combined spices to a food processor or blender. While the blender is still running, add the extra virgin olive oil slowly and process it at a low speed to a puree that is slightly coarse in texture.,Use your Moroccan chermoula sauce immediately or store it in a suitable airtight container in the fridge or freezer, to use later.",,"1 cup cilantro (coriander) leaves and stems roughly chopped,½ cup parsley leaves roughly chopped,1 tablespoon ground smoked or sweet paprika,1 teaspoon ground cinnamon,1 tablespoon ground cumin,1 tablespoon granulated onion,1 teaspoon turmeric powder,1 teaspoon cayenne pepper  - or one chilli pepper (optional),juice of one lemon,1 tablespoon salt (or more to taste),6 cloves garlic,½ cup extra virgin olive oil",,5 minutes,10,"Make this herby, flavorful and easy to make homemade Moroccan Chermoula. This North-African sauce has a wonderful balance of herb and spice, is gluten-free, paleo, keto-friendly, and is just the thing for you to use as a dressing or condiment for your fish, lamb, chicken, beef and vegetable dishes.",Moroccan Chermoula Sauce,5 minutes
,,,,,,,"[{'Calories:': '7'}, {'Carbohydrates:': '1'}, {'Protein:': '1'}, {'Fat:': '1'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '1'}, {'Sodium:': '699'}, {'Potassium:': '36'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '287'}, {'Vitamin C:': '1'}, {'Calcium:': '11'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '105'}, {'Carbohydrates:': '3'}, {'Protein:': '1'}, {'Fat:': '10'}, {'Saturated Fat:': '6'}, {'Polyunsaturated Fat:': '2'}, {'Monounsaturated Fat:': '2'}, {'Sodium:': '326'}, {'Potassium:': '43'}, {'Fiber:': '2'}, {'Sugar:': '1'}, {'Vitamin A:': '6'}, {'Vitamin C:': '1'}, {'Calcium:': '307'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '153'}, {'Carbohydrates:': '11'}, {'Protein:': '5'}, {'Fat:': '10'}, {'Saturated Fat:': '2'}, {'Polyunsaturated Fat:': '4'}, {'Monounsaturated Fat:': '5'}, {'Trans Fat:': '1'}, {'Sodium:': '237'}, {'Potassium:': '169'}, {'Fiber:': '4'}, {'Sugar:': '9'}, {'Vitamin A:': '41'}, {'Vitamin C:': '7'}, {'Calcium:': '174'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '647'}, {'Carbohydrates:': '7'}, {'Protein:': '87'}, {'Fat:': '28'}, {'Saturated Fat:': '6'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '4'}, {'Cholesterol:': '238'}, {'Sodium:': '2702'}, {'Potassium:': '1759'}, {'Fiber:': '2'}, {'Sugar:': '2'}, {'Vitamin A:': '1181'}, {'Vitamin C:': '15'}, {'Calcium:': '90'}, {'Iron:': '13'}]",,,,,
,,,,,,,"[{'Calories:': '251'}, {'Carbohydrates:': '18.8'}, {'Protein:': '7.9'}, {'Fat:': '18.2'}, {'Saturated Fat:': '2.5'}, {'Polyunsaturated Fat:': '2'}, {'Monounsaturated Fat:': '13.1'}, {'Trans Fat:': '0'}, {'Cholesterol:': '0'}, {'Sodium:': '39.9'}, {'Potassium:': '719.7'}, {'Fiber:': '11.8'}, {'Sugar:': '2.9'}, {'Vitamin A:': '5128'}, {'Vitamin C:': '96'}, {'Calcium:': '694.2'}, {'Iron:': '1.422'}]",,,,,
7,0 minutes,"Dinner, Lunch, Spice","American, British","Combine all spices into a small mixing bowl and use a spoon or a small whisk to combine. You can also add all the ingredients to a spice jar that has an airtight lid, close the lid then shake to combine.,Put the chip spice blend in a glass jar and store in a cool and dry place.",,"2 tablespoon salt,1 tablespoon ground black pepper,1 tablespoon dried oregano,1 tablespoon cayenne pepper,1 tablespoon garlic powder,1 tablespoon onion powder,1 tablespoon dried parsley,1 tablespoon paprika powder (smoked or sweet),1 tablespoon curry powder (optional)",,5 minutes,20,"Transform your chips or fries with this easy homemade chips spice recipe! Made with a few ingredients that you most certainly have in your pantry and with a total preparation time of just 5 minutes, this simple DIY seasoning is definitely worth having in your kitchen! ",Chips Spice Recipe,5 minutes
105,1 minute,"Breakfast, Drinks",Italian,"In a pot or saucepan, roast the cardamom, turmeric, black pepper, and nutmeg for about a minute, or until fragrant.,Add the ginger, sweetener (optional), and the almond milk in a slow and steady stream, then whisk to combine.,Finally, add the coconut oil and whisk to allow it to melt and pour in cups. Serve this golden milk turmeric latte warm and enjoy!",,"2 cups unsweetened almond milk (or your preferred choice of milk).,1 teaspoon powdered or freshly ground turmeric,½ teaspoon freshly ground ginger,1 pinch ground cardamom (or 6 cardamom pods).,1 teaspoon black pepper,1 pinch ground nutmeg (optional).,1 tablespoon coconut oil,1 tablespoon erythritol  (use honey, or two pitted Medjool dates for paleo).",,4 minutes,2,"Enjoy the benefits of turmeric and ginger with this flavourful, and soothing keto golden milk turmeric latte. This no-caffeine, sugar-free, and 5-minute recipe is vegan and keto-friendly, with a paleo option. ",Keto Golden Milk Turmeric Latte,5 minutes
153,0 minutes,"Breakfast, Dessert, Drinks, Snack","American, British","Add all your ingredients to a blender or a high-speed processor. Blend until smooth and creamy.,Pour into glasses and serve (this keto blueberry smoothie with almond milk is best enjoyed when served immediately)!!",,"1 cup frozen blueberries,2 tablespoon peanut butter (use almond butter for paleo),1 teaspoon chia seeds,1½ tablespoon granulated allulose (or your preferred choice of granulated sweetener),1 cup unsweetened almond milk (or your favorite milk choice)",,5 minutes,2,"This creamy and delicious keto blueberry chia smoothie with almond milk and peanut butter is deserving of a place on your breakfast table! Made using just 5 ingredients and standing at 7 grams net carbs per serving, it is the low-carb smoothie you have been looking for!",Keto Blueberry Chia Smoothie with Almond Milk,5 minutes
647,,"Dinner, Lunch, Main Course","African, Kenyan","Make the marinade; combine garlic, ginger, onion, lemon juice, olive oil, cumin, paprika, salt, stock cubes, rosemary, and chili in a bowl. Blend briefly in a processor to maintain some texture.,Make 2-inch slits on the surface of the meat or goat leg. Toss the meat in half the marinade in a bowl. Reserve the remaining marinade for basting.,Massage marinade into the meat, covering the slits. Wrap in foil and marinate for 2 hours (or overnight for best results).,Remove the marinated goat meat from the fridge and allow it to come to room temperature for at least an hour. Prepare and heat the grill to high. If using a charcoal grill, cover with ashes to moderate heat.,To prevent sticking, oil a foil piece. Sear the meat on the grill for 3 minutes on each side, then transfer it to this foil. Top the meat with reserved marinade and add two more foil layers beneath, to end up with a triple layer of foil.,Place two sprigs of rosemary and the bulb of garlic on top of the goat leg. Cover the meat loosely on top with foil so it resembles a tent.,Add water to a baking tray. Lay the meat on it (Note: This helps cook the meat evenly and retains moisture).  Transfer to the grill, ensuring it is at medium-low heat. Grill, turning from time to time, for 1.5 hours.,Once almost cooked, mix the honey with 2-3 tablespoons of hot water to make a glaze. Uncover meat, baste, and grill for another 15-30 minutes until browned and juices run clear.,Once cooked, transfer the meat to a tray and allow it to rest for 10-20 minutes before carving. Serve it with ugali, sukuma wiki, and kachumbari, or your favorite dishes.,To make nyama choma in the oven, simply marinate the meat and cover it with aluminum foil in preparation for roasting, as per the instructions above. Next, preheat the oven to 170° C/ 365° F (standard) or 150° C fan then lay the meat on a baking tray. Place in the oven and slowly roast for 4.5 hours.,Once the cooking time is over, get the meat out of the oven and remove the aluminum foil. Make the glaze by mixing honey with 2-3 tablespoons of hot water. Uncover the meat and baste it with the honey glaze.,Return the basted meat to the oven and broil each side on high for 5-10 minutes, or until the desired level of browness has been obtained.,Remove the meat from the oven and allow it to cool for 20 minutes, before carving to prevent the juices from running out.,Serve the nyama choma with mukimo, ugali, kachumbari or your favorite side dish.",,"5.5 lbs goat meat (or preferred choice of meat) (approximately 2.5kgs),10 cloves garlic,1 bulb whole garlic  cut across in the middle,1 red or white onion large,1 lemon juiced,⅓ piece ginger,½ cup extra virgin olive oil or preferred cooking oil,1 tablespoon ground cumin,2 tablespoon ground paprika,1 tablespoon salt,2 stock cubes,6 sprigs fresh rosemary,2 bird-eye chillis de-seeded,1-2 tablespoon honey (optional - for basting),2 tablespoon water",,10 minutes,6,Goat meat is marinated in spices and then slowly grilled in this tender and delicious nyama choma recipe. Best served with kachumbari and ugali.,Mbuzi Nyama Choma,40 minutes
251,5 minutes,"Dinner, Lunch, Main Course","East African, Kenyan","Wash the collard greens then use a knife to chop off the stems. You can also use your hands to separate the leaves from the stems. Discard the stems (you only require the leaves).,Wash the tomatoes, peel and slice the onion and chop the tomatoes.,Next,,the,Once the tomatoes are totally cooked through,,with more salt or some pepper (if preffered).,Remove from the heat and,Wash the vegetables. Peel and slice the onion and chop the tomatoes. Next,,the,Once the tomatoes are totally cooked through,,Uncover the pot and,with more salt if required then serve.",,"1 bunch sukuma wiki (collard greens) leaves (about 11/2 pounds or 700 grams),2 medium-sized red tomatoes,½ small onion (white or red),¼ cup olive oil (or preferred cooking oil),salt to taste (you can also add some pepper but this is absolutely optional)",,5 minutes,3,Authentic Kenyan Sukuma Wiki Recipe - delicious and healthy braised vegetarian Collard Greens Recipe with tomatoes and onion.,Authentic Kenyan Sukuma Wiki Recipe,10 minutes
,,,,,,,"[{'Calories:': '220'}, {'Carbohydrates:': '2'}, {'Protein:': '9'}, {'Fat:': '19'}, {'Saturated Fat:': '7'}, {'Polyunsaturated Fat:': '2'}, {'Monounsaturated Fat:': '10'}, {'Cholesterol:': '49'}, {'Sodium:': '558'}, {'Potassium:': '230'}, {'Vitamin A:': '4'}, {'Calcium:': '18'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '139'}, {'Carbohydrates:': '23'}, {'Fat:': '3.5'}, {'Saturated Fat:': '0.4'}, {'Polyunsaturated Fat:': '1.7'}, {'Monounsaturated Fat:': '1.4'}, {'Fiber:': '2.5'}, {'Sugar:': '0.5'}]",,,,,
,,,,,,,"[{'Calories:': '190'}, {'Carbohydrates:': '2'}, {'Protein:': '22'}, {'Fat:': '10'}, {'Saturated Fat:': '3'}, {'Polyunsaturated Fat:': '0'}, {'Monounsaturated Fat:': '0'}, {'Trans Fat:': '0'}, {'Cholesterol:': '80'}, {'Sodium:': '505'}, {'Potassium:': '0'}, {'Fiber:': '1'}, {'Sugar:': '0'}, {'Calcium:': '26'}, {'Iron:': '104'}]",,,,,
,,,,,,,"[{'Calories:': '440'}, {'Carbohydrates:': '13'}, {'Protein:': '21'}, {'Fat:': '34'}, {'Saturated Fat:': '10'}, {'Cholesterol:': '81'}, {'Sodium:': '961'}, {'Potassium:': '690'}, {'Fiber:': '3'}, {'Sugar:': '7'}, {'Vitamin A:': '2474'}, {'Vitamin C:': '87'}, {'Calcium:': '44'}, {'Iron:': '3'}]",,,,,
,,,,,,,"[{'Calories:': '334'}, {'Carbohydrates:': '3'}, {'Protein:': '44'}, {'Fat:': '17'}, {'Saturated Fat:': '6'}, {'Polyunsaturated Fat:': '2'}, {'Monounsaturated Fat:': '8'}, {'Cholesterol:': '102'}, {'Sodium:': '866'}, {'Potassium:': '579'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '484'}, {'Vitamin C:': '1'}, {'Calcium:': '323'}, {'Iron:': '2'}]",,,,,
,,,,,,,"[{'Calories:': '252'}, {'Carbohydrates:': '4'}, {'Protein:': '16'}, {'Fat:': '19'}, {'Saturated Fat:': '4'}, {'Cholesterol:': '136'}, {'Sodium:': '467'}, {'Potassium:': '306'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '655'}, {'Vitamin C:': '11'}, {'Calcium:': '25'}, {'Iron:': '7'}]",,,,,
